"codigo";"cod_pri";"primario";"secundario";"descricao"
"11571";"11428";"DIREITO ELEITORAL";"Administração da Justiça Eleitoral";"Servidor | Requisição | Requisição de Servidor - Renovação de Requisição de Servidor"
"11572";"11428";"DIREITO ELEITORAL";"Administração da Justiça Eleitoral";"Minuta de Resolução"
"11573";"11428";"DIREITO ELEITORAL";"Administração da Justiça Eleitoral";"Requisição de Força Federal"
"11574";"11428";"DIREITO ELEITORAL";"Alistamento Eleitoral";"Alistamento Eleitoral"
"11575";"11428";"DIREITO ELEITORAL";"Alistamento Eleitoral";"Alistamento Eleitoral - Cancelamento"
"11576";"11428";"DIREITO ELEITORAL";"Alistamento Eleitoral";"Alistamento Eleitoral - Domicílio Eleitoral"
"11577";"11428";"DIREITO ELEITORAL";"Alistamento Eleitoral";"Alistamento Eleitoral - Duplicidade/Pluralidade"
"11578";"11428";"DIREITO ELEITORAL";"Alistamento Eleitoral";"Alistamento Eleitoral - Exclusão"
"11579";"11428";"DIREITO ELEITORAL";"Alistamento Eleitoral";"Alistamento Eleitoral - Inscrição Eleitoral"
"11580";"11428";"DIREITO ELEITORAL";"Alistamento Eleitoral";"Impugnação - Alistamento Eleitoral"
"11581";"11428";"DIREITO ELEITORAL";"Alistamento Eleitoral";"Impugnação - Alistamento Eleitoral | Impugnação - Inscrição Eleitoral"
"11582";"11428";"DIREITO ELEITORAL";"Alistamento Eleitoral";"Impugnação - Alistamento Eleitoral | Impugnação - Transferência de Domicílio Eleitoral"
"11583";"11428";"DIREITO ELEITORAL";"Eleições";"Eleições"
"11584";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos"
"11585";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Condição de Elegibilidade"
"11586";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Condição de Elegibilidade | Condição de Elegibilidade - Alistamento Eleitoral"
"11587";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Condição de Elegibilidade | Condição de Elegibilidade - Domicílio Eleitoral na Circunscrição"
"11588";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Condição de Elegibilidade | Condição de Elegibilidade - Idade Mínima"
"11589";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Condição de Elegibilidade | Condição de Elegibilidade - Filiação Partidária"
"11590";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Condição de Elegibilidade | Condição de Elegibilidade - Nacionalidade Brasileira"
"11591";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Condição de Elegibilidade | Condição de Elegibilidade - Pleno Exercício dos Direitos Políticos"
"11592";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Condição de Elegibilidade | Condição de Elegibilidade - Quitação Eleitoral"
"11593";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Direito de Resposta"
"11594";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Identificação Numérica de Candidato"
"11595";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Inelegibilidade"
"11596";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Inelegibilidade | Inelegibilidade - Abuso do Poder Econômico ou Político"
"11597";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Inelegibilidade | Inelegibilidade - Analfabetismo"
"11598";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Inelegibilidade | Inelegibilidade - Condenação Criminal por órgão colegiado ou Transitada em Julgado"
"11599";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Inelegibilidade | Inelegibilidade - Declaração de Indignidade ou de Incompatibilidade com o Oficialato"
"11600";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Inelegibilidade | Inelegibilidade - Desincompatibilização"
"11601";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Inelegibilidade | Inelegibilidade - Inalistável"
"11602";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Inelegibilidade | Inelegibilidade - Parentesco"
"11603";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Inelegibilidade | Inelegibilidade - Reeleição"
"11604";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Inelegibilidade | Inelegibilidade - Rejeição de Contas Públicas"
"11605";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Inelegibilidade | Inelegibilidade - Representação ou Ação de Investigação Judicial Eleitoral Jugada Procedente pela Justiça Eleitoral"
"11606";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Inelegibilidade | Inelegibilidade - Terceiro Mandato"
"11607";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Inelegibilidade | Inelegibilidade - Vida Pregressa"
"11608";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Inelegibilidade | Inelegibilidade - Vínculo Afetivo"
"11609";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Inelegibilidade | Inelegibilidade - Vínculo Conjugal"
"11610";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Inelegibilidade | Inelegibilidade - Vínculo em União Estável "
"11611";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Nome do Candidato"
"11612";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Nome do Candidato | Nome do Candidato - Homonímia"
"11613";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Nome do Candidato | Nome do Candidato - Variação Nominal"
"11614";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Prestação de Contas - De Candidato"
"11615";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Registro de Candidatura"
"11616";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Registro de Candidatura | Impugnação ao Registro de Candidatura"
"11617";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Registro de Candidatura | Registro de Candidatura - Preenchimento de Vaga Remanescente"
"11618";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Registro de Candidatura | Registro de Candidatura - RRC - Candidato"
"11619";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Registro de Candidatura | Registro de Candidatura - RRCI - Candidato Individual"
"11620";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Registro de Candidatura | Registro de Candidatura - Substituição de Candidato"
"11621";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Registro de Candidatura | Registro de Candidatura - Substituição de Candidato | Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro"
"11622";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Registro de Candidatura | Registro de Candidatura - Substituição de Candidato | Registro de Candidatura - Substituição de Candidato - Por Cassação de Registro"
"11623";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Registro de Candidatura | Registro de Candidatura - Substituição de Candidato | Registro de Candidatura - Substituição de Candidato - Por Expulsão Partidária"
"11624";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Registro de Candidatura | Registro de Candidatura - Substituição de Candidato | Registro de Candidatura - Substituição de Candidato - Por Falecimento"
"11625";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Registro de Candidatura | Registro de Candidatura - Substituição de Candidato | Registro de Candidatura - Substituição de Candidato - Por Indeferimento de Registro"
"11626";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Registro de Candidatura | Registro de Candidatura - Substituição de Candidato | Registro de Candidatura - Substituição de Candidato - Por Ineligibilidade"
"11627";"11428";"DIREITO ELEITORAL";"Eleições";"Candidatos | Registro de Candidatura | Registro de Candidatura - Substituição de Candidato | Registro de Candidatura - Substituição de Candidato - Por Renúncia"
"11628";"11428";"DIREITO ELEITORAL";"Eleições";"Cargos"
"11629";"11428";"DIREITO ELEITORAL";"Eleições";"Cargos | Cargo - Deputado Distrital"
"11630";"11428";"DIREITO ELEITORAL";"Eleições";"Cargos | Cargo - Deputado Estadual"
"11631";"11428";"DIREITO ELEITORAL";"Eleições";"Cargos | Cargo - Deputado Federal"
"11632";"11428";"DIREITO ELEITORAL";"Eleições";"Cargos | Cargo - Governador"
"11633";"11428";"DIREITO ELEITORAL";"Eleições";"Cargos | Cargo - Prefeito"
"11634";"11428";"DIREITO ELEITORAL";"Eleições";"Cargos | Cargo - Presidente da República"
"11635";"11428";"DIREITO ELEITORAL";"Eleições";"Cargos | Cargo - Primeiro Suplente de Senador"
"11636";"11428";"DIREITO ELEITORAL";"Eleições";"Cargos | Cargo - Segundo Suplente de Senador"
"11637";"11428";"DIREITO ELEITORAL";"Eleições";"Cargos | Cargo - Senador"
"11638";"11428";"DIREITO ELEITORAL";"Eleições";"Cargos | Cargo - Vereador"
"11639";"11428";"DIREITO ELEITORAL";"Eleições";"Cargos | Cargo - Vice-Governador"
"11640";"11428";"DIREITO ELEITORAL";"Eleições";"Cargos | Cargo - Vice-Prefeito"
"11641";"11428";"DIREITO ELEITORAL";"Eleições";"Cargos | Cargo - Vice-Presidente da República"
"11642";"11428";"DIREITO ELEITORAL";"Eleições";"Eleições - 1° Turno"
"11643";"11428";"DIREITO ELEITORAL";"Eleições";"Eleições - 2° Turno"
"11644";"11428";"DIREITO ELEITORAL";"Eleições";"Eleições - Anulação de Eleições"
"11645";"11428";"DIREITO ELEITORAL";"Eleições";"Eleições - Eleição Majoritária"
"11646";"11428";"DIREITO ELEITORAL";"Eleições";"Eleições - Eleição Proporcional"
"11647";"11428";"DIREITO ELEITORAL";"Eleições";"Eleições - Eleição Suplementar"
"11648";"11428";"DIREITO ELEITORAL";"Eleições";"Pesquisa Eleitoral"
"11649";"11428";"DIREITO ELEITORAL";"Eleições";"Pesquisa Eleitoral | Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta"
"11650";"11428";"DIREITO ELEITORAL";"Eleições";"Pesquisa Eleitoral | Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro"
"11651";"11428";"DIREITO ELEITORAL";"Eleições";"Pesquisa Eleitoral | Pesquisa Eleitoral - Registro de Pesquisa Eleitoral"
"11652";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral"
"11653";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Adesivo"
"11654";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som"
"11655";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa"
"11656";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Bem Particular"
"11657";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Bem Particular de Uso Comum"
"11658";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Bem Público"
"11659";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Bem Tombado"
"11660";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Boca de Urna"
"11661";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Cavalete"
"11662";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Comício/Showmício"
"11663";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal"
"11664";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Confecção, Utilização ou Distribuição de Brinde"
"11665";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Contrariedade à Lei de Postura Municipal"
"11666";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Debate Político"
"11667";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada"
"11668";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos"
"11669";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito"
"11670";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito | Propaganda Política - Propaganda Eleitoral - Distribuição de Tempo de Propaganda"
"11671";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito | Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Inserções de Propaganda"
"11672";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito | Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Programa em Bloco"
"11673";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito | Propaganda Política - Propaganda Eleitoral - Rádio"
"11674";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito | Propaganda Política - Propaganda Eleitoral - Rádio Comunitária"
"11675";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito | Propaganda Política - Propaganda Eleitoral - Televisão"
"11676";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito | Propaganda Política - Propaganda Eleitoral - Invasão de Horário Destinado a Outro Cargo/Partido/Coligação"
"11677";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Imprensa Escrita - Jornal/Revista/Tabloide"
"11678";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal"
"11679";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Internet"
"11680";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Omissão de Informações Obrigatórias"
"11681";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Outdoors"
"11682";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Pintura em Muro"
"11683";"11428";"DIREITO ELEITORAL";"Eleições";"Propaganda Política - Propaganda Eleitoral | Propaganda Política - Propaganda Eleitoral - Truncagem, Montagem, Utilização de Gravação Externa, Computação Gráfica, Desenho Animado ou Efeito Especial"
"11684";"11428";"DIREITO ELEITORAL";"Eleições";"Recursos Financeiros de Campanha Eleitoral"
"11685";"11428";"DIREITO ELEITORAL";"Eleições";"Recursos Financeiros de Campanha Eleitoral | Captação ou Gasto Ilícito de Recursos Financeiros de Campanha Eleitoral"
"11686";"11428";"DIREITO ELEITORAL";"Eleições";"Recursos Financeiros de Campanha Eleitoral | Comitê Financeiro"
"11687";"11428";"DIREITO ELEITORAL";"Eleições";"Recursos Financeiros de Campanha Eleitoral | Comitê Financeiro | Prestação de Contas - De Comitê Financeiro"
"11688";"11428";"DIREITO ELEITORAL";"Eleições";"Recursos Financeiros de Campanha Eleitoral | Comitê Financeiro | Registro de Comitê Financeiro"
"11689";"11428";"DIREITO ELEITORAL";"Eleições";"Recursos Financeiros de Campanha Eleitoral | Comitê Financeiro | Registro de Comitê Financeiro | Registro de Comitê Financeiro - Eleição Majoritária"
"11690";"11428";"DIREITO ELEITORAL";"Eleições";"Recursos Financeiros de Campanha Eleitoral | Comitê Financeiro | Registro de Comitê Financeiro | Registro de Comitê Financeiro - Eleição Proporcional"
